"Date","Shape","Rate"
"2010-01-01",0.718334163866438,28.1402260756558
"2010-01-02",2.88642993524614,76.0621255445909
"2010-01-03",2.65699762700179,47.7469026810781
"2010-01-04",414.124378268925,48878.048992266
"2010-01-05",2.25412702843678,62.9424543451028
"2010-01-06",3.28681667693989,63.5007863650903
"2010-01-07",2.71259498877021,112.715057696109
"2010-01-08",103017.543057835,5720.99669501416
"2010-01-09",0.617310170929901,20.5307115795897
"2010-01-10",5.90211416099918,0.302695278645144
"2010-01-11",17.8606100466926,0.893057998439931
"2010-01-12",5.67293501873502,0.519275980275476
"2010-01-13",4.24432447482369,0.301440205277575
"2010-01-14",2.94082688387401,0.263155946193979
"2010-01-15",2.59359085401186,0.258542507439022
"2010-01-16",3.825539424904,0.323974461201485
"2010-01-17",3.29164012388214,0.266302722962269
"2010-01-18",5.59557639887654,0.453959725912115
"2010-01-19",6.32287735858921,0.553598556485032
"2010-01-20",4.39413155310594,0.381066137980278
"2010-01-21",2.70174078304862,0.263575974617996
"2010-01-22",3.3364519878562,0.303059868888888
"2010-01-23",4.21788281506846,0.428223606124516
"2010-01-24",3.77678039660775,0.376820469315953
"2010-01-25",5.24469435824112,0.458876442228275
"2010-01-26",4.33785142640244,0.397487205472823
"2010-01-27",4.44080928138171,0.452531675820326
"2010-01-28",4.65935352363934,0.50741123071529
"2010-01-29",4.64572509580755,0.542243057282492
"2010-01-30",3.84113438347189,0.48942541245575
"2010-01-31",5.32916767311787,0.668276244126138
"2010-02-01",3.79190607545978,0.481439635179403
"2010-02-02",3.23519727352103,0.430944875654382
"2010-02-03",3.8373820606028,0.562549614716935
"2010-02-04",2.12019450973316,0.31466833810855
"2010-02-05",2.06917643801881,0.27879198165975
"2010-02-06",2.53327555506854,0.272471292172696
"2010-02-07",2.53327450950462,0.196010748423948
"2010-02-08",3.60790124917315,0.373200556966633
"2010-02-09",1.11775622347662,0.0802436216751718
"2010-02-10",2.67605074434144,0.278748845730975
"2010-02-11",18.2055565546102,1.49628212335146
"2010-02-12",3.6729411859316,0.304394128593764
"2010-02-13",3.2962573811265,0.208195362001404
"2010-02-14",6.66287359619427,0.562416005578125
"2010-02-15",4.77905566874814,0.416982707263223
"2010-02-16",2.45556811239789,0.194975807252837
"2010-02-17",3.0941662330243,0.292776882588925
"2010-02-18",1.91011939971597,0.177853703478385
"2010-02-19",2.29270961469316,0.220917932726322
"2010-02-20",2.04409198065798,0.219605810540669
"2010-02-21",1.29864346882026,0.123245282688629
"2010-02-22",1.05568137588876,0.101508272304363
"2010-02-23",1.03506602892062,0.0808747050630099
"2010-02-24",1.71919437733178,0.234457191594211
"2010-02-25",14.6642126397946,0.857020052248858
"2010-02-26",4.48909873899533,0.226633130224937
"2010-02-27",3.37805750126981,0.197069810661834
"2010-02-28",2.9901255054375,0.170117664553697
"2010-03-01",3.92251797642661,0.23708901480319
"2010-03-02",3.37220970705038,0.193752423615765
"2010-03-03",3.97667813680587,0.21507139409171
"2010-03-04",5.65856034896356,0.332398805234863
"2010-03-05",5.65365547783865,0.323297484193595
"2010-03-06",3.78413866839045,0.261737729739493
"2010-03-07",3.69169251701275,0.253429329145727
"2010-03-08",2.90641125643092,0.202769218030982
"2010-03-09",2.57165000080957,0.196008317436417
"2010-03-10",2.72189152546574,0.195650808680827
"2010-03-11",2.93834020719484,0.243423883687171
"2010-03-12",3.39711452720177,0.235437015200588
"2010-03-13",3.51260989007368,0.251641569901159
"2010-03-14",3.80307707862693,0.293487337583965
"2010-03-15",3.7368286641914,0.286392519083309
"2010-03-16",3.9809494144006,0.300039327433961
"2010-03-17",4.31407216103473,0.308869072362734
"2010-03-18",4.35221782516796,0.330786523751123
"2010-03-19",3.59649316345184,0.267971591007933
"2010-03-20",3.66145422820943,0.31589676865911
"2010-03-21",3.40202046786269,0.291215480683634
"2010-03-22",3.95283322755173,0.320732838081111
"2010-03-23",3.04779463607062,0.248843922351346
"2010-03-24",3.79828259211407,0.313510833488081
"2010-03-25",2.89745645027462,0.245806939810306
"2010-03-26",2.52935990422249,0.234748501247419
"2010-03-27",3.35207742352285,0.287549703460332
"2010-03-28",3.99066623992226,0.381988330813911
"2010-03-29",3.5367117168428,0.34235821513297
"2010-03-30",4.95471484128334,0.431734926931248
"2010-03-31",4.26007179222285,0.417538117754486
"2010-04-01",3.64712286113632,0.35979182967551
"2010-04-02",3.20271703793698,0.315546359637168
"2010-04-03",3.66839223882444,0.364480551534354
"2010-04-04",3.69148336263277,0.381029639435562
"2010-04-05",2.80010897525302,0.301206666666744
"2010-04-06",3.64759931323833,0.363380834423478
"2010-04-07",2.95545134092514,0.346027329461471
"2010-04-08",3.78829634661545,0.412794677843586
"2010-04-09",3.60997470850053,0.394492552284212
"2010-04-10",4.25279604162436,0.470365494294384
"2010-04-11",4.13762630575515,0.411450843345404
"2010-04-12",3.77879557240768,0.392172481786564
"2010-04-13",3.93763503616302,0.431556895987658
"2010-04-14",3.72152317522406,0.409295795043216
"2010-04-15",3.97789598966329,0.465829888209578
"2010-04-16",3.69857684686865,0.406556577478572
"2010-04-17",3.80631368542931,0.434541077875499
"2010-04-18",3.08988866038736,0.423763095585047
"2010-04-19",3.95130115582318,0.528773318074606
"2010-04-20",2.91971980483855,0.340609501493196
"2010-04-21",3.13348997249368,0.421784139090549
"2010-04-22",2.20216114168707,0.232246849297223
"2010-04-23",2.82792540249926,0.316235461446563
"2010-04-24",1.80162227113851,0.194188576612754
"2010-04-25",3.82758023593931,0.357800796458466
"2010-04-26",8.1652123067798,0.860435572491218
